Sample,Rep,Species,Reads,Prop,Gene,Primer,Taq,BSA,TD
MV3.PGTF.TD.2,2,Thaleichthys pacificus,9986,0.108996049,16S,MV3,PGTF,1,1
MV3.PGTF.TD.3,3,Thaleichthys pacificus,13708,0.115312466,16S,MV3,PGTF,1,1
MV3.QMMM.1,1,Thaleichthys pacificus,19038,0.074624292,16S,MV3,QMMM,0,0
MV3.QMMM.2,2,Thaleichthys pacificus,8888,0.076499346,16S,MV3,QMMM,0,0
MV3.QMMM.3,3,Thaleichthys pacificus,10187,0.07612237,16S,MV3,QMMM,0,0
C16.IPSF.1,1,Trachurus symmetricus,2130,0.071016571,16S,C16,IPSF,0,0
C16.IPSF.2,2,Trachurus symmetricus,3738,0.077418553,16S,C16,IPSF,0,0
C16.IPSF.3,3,Trachurus symmetricus,1865,0.074057896,16S,C16,IPSF,0,0
C16.NPHF.1,1,Trachurus symmetricus,13563,0.088204881,16S,C16,NPHF,0,0
C16.NPHF.2,2,Trachurus symmetricus,11200,0.082628775,16S,C16,NPHF,0,0
C16.NPHF.3,3,Trachurus symmetricus,13296,0.08335423,16S,C16,NPHF,0,0
C16.PGTF.1,1,Trachurus symmetricus,5082,0.078459828,16S,C16,PGTF,1,0
C16.PGTF.2,2,Trachurus symmetricus,3692,0.074084479,16S,C16,PGTF,1,0
C16.PGTF.3,3,Trachurus symmetricus,5359,0.081963201,16S,C16,PGTF,1,0
C16.QMMM.1,1,Trachurus symmetricus,165,0.046968403,16S,C16,QMMM,0,0
C16.QMMM.2,2,Trachurus symmetricus,147,0.064615385,16S,C16,QMMM,0,0
C16.QMMM.3,3,Trachurus symmetricus,411,0.082364729,16S,C16,QMMM,0,0
LRY.PGTF.1,1,Trachurus symmetricus,28388,0.102430505,COI,LRY,PGTF,1,0
LRY.PGTF.2,2,Trachurus symmetricus,28985,0.102532447,COI,LRY,PGTF,1,0
LRY.PGTF.3,3,Trachurus symmetricus,25937,0.090800248,COI,LRY,PGTF,1,0
LRY.QMMM.1,1,Trachurus symmetricus,28112,0.072123846,COI,LRY,QMMM,0,0
LRY.QMMM.2,2,Trachurus symmetricus,23982,0.062195435,COI,LRY,QMMM,0,0
LRY.QMMM.3,3,Trachurus symmetricus,16567,0.067287814,COI,LRY,QMMM,0,0
MFU.IPSF.1,1,Trachurus symmetricus,11359,0.094670167,12S,MFU,IPSF,0,0
MFU.IPSF.2,2,Trachurus symmetricus,11226,0.095285789,12S,MFU,IPSF,0,0
MFU.IPSF.3,3,Trachurus symmetricus,10820,0.093234067,12S,MFU,IPSF,0,0
MFU.IPSF.BSA.1,1,Trachurus symmetricus,10139,0.090053202,12S,MFU,IPSF,1,0
MFU.IPSF.BSA.2,2,Trachurus symmetricus,9864,0.082029106,12S,MFU,IPSF,1,0
MFU.IPSF.BSA.3,3,Trachurus symmetricus,9451,0.090226066,12S,MFU,IPSF,1,0
MFU.IPSF.TD.1,1,Trachurus symmetricus,7362,0.077057537,12S,MFU,IPSF,0,1
MFU.IPSF.TD.2,2,Trachurus symmetricus,6645,0.083280069,12S,MFU,IPSF,0,1
MFU.IPSF.TD.3,3,Trachurus symmetricus,4844,0.074019743,12S,MFU,IPSF,0,1
MFU.NPHF.1,1,Trachurus symmetricus,13241,0.100074067,12S,MFU,NPHF,0,0
MFU.NPHF.2,2,Trachurus symmetricus,15582,0.098221771,12S,MFU,NPHF,0,0
MFU.NPHF.3,3,Trachurus symmetricus,15543,0.09558394,12S,MFU,NPHF,0,0
MFU.NPHF.BSA.1,1,Trachurus symmetricus,15704,0.09425039,12S,MFU,NPHF,1,0
MFU.NPHF.BSA.2,2,Trachurus symmetricus,13310,0.090694759,12S,MFU,NPHF,1,0
MFU.NPHF.BSA.3,3,Trachurus symmetricus,9712,0.09763159,12S,MFU,NPHF,1,0
MFU.NPHF.TD.1,1,Trachurus symmetricus,6095,0.081124968,12S,MFU,NPHF,0,1
MFU.NPHF.TD.2,2,Trachurus symmetricus,8720,0.091260165,12S,MFU,NPHF,0,1
MFU.NPHF.TD.3,3,Trachurus symmetricus,10454,0.082568517,12S,MFU,NPHF,0,1
MFU.PGTF.BSA.1,1,Trachurus symmetricus,15801,0.099508159,12S,MFU,PGTF,1,0
MFU.PGTF.BSA.2,2,Trachurus symmetricus,14379,0.095521218,12S,MFU,PGTF,1,0
MFU.PGTF.BSA.3,3,Trachurus symmetricus,17314,0.095583527,12S,MFU,PGTF,1,0
MFU.PGTF.BSA.4,4,Trachurus symmetricus,10743,0.083540701,12S,MFU,PGTF,1,0
MFU.PGTF.BSA.5,5,Trachurus symmetricus,7236,0.081269585,12S,MFU,PGTF,1,0
MFU.PGTF.BSA.6,6,Trachurus symmetricus,7167,0.084144409,12S,MFU,PGTF,1,0
MFU.PGTF.1,1,Trachurus symmetricus,7708,0.082588664,12S,MFU,PGTF,0,0
MFU.PGTF.2,2,Trachurus symmetricus,10024,0.084880816,12S,MFU,PGTF,0,0
MFU.PGTF.3,3,Trachurus symmetricus,8831,0.079654,12S,MFU,PGTF,0,0
MFU.PGTF.TD.1,1,Trachurus symmetricus,9862,0.097189372,12S,MFU,PGTF,0,1
MFU.PGTF.TD.2,2,Trachurus symmetricus,10304,0.089295618,12S,MFU,PGTF,0,1
MFU.PGTF.TD.3,3,Trachurus symmetricus,6525,0.088028169,12S,MFU,PGTF,0,1
MFU.QMMM.1,1,Trachurus symmetricus,15917,0.10330482,12S,MFU,QMMM,0,0
MFU.QMMM.2,2,Trachurus symmetricus,13580,0.09777381,12S,MFU,QMMM,0,0
MFU.QMMM.3,3,Trachurus symmetricus,10872,0.100038646,12S,MFU,QMMM,0,0
MFU.QMMM.BSA.1,1,Trachurus symmetricus,40900,0.086981117,12S,MFU,QMMM,1,0
MFU.QMMM.BSA.2,2,Trachurus symmetricus,37588,0.084340053,12S,MFU,QMMM,1,0
MFU.QMMM.BSA.3,3,Trachurus symmetricus,42390,0.084115821,12S,MFU,QMMM,1,0
MFU.QMMM.BSA.4,4,Trachurus symmetricus,9922,0.087927474,12S,MFU,QMMM,1,0
MFU.QMMM.BSA.5,5,Trachurus symmetricus,9295,0.084774361,12S,MFU,QMMM,1,0
MFU.QMMM.BSA.6,6,Trachurus symmetricus,10113,0.08386198,12S,MFU,QMMM,1,0
MFU.QMMM.TD.1,1,Trachurus symmetricus,14711,0.092210006,12S,MFU,QMMM,0,1
MFU.QMMM.TD.2,2,Trachurus symmetricus,11823,0.095846878,12S,MFU,QMMM,0,1
MFU.QMMM.TD.3,3,Trachurus symmetricus,11202,0.093088576,12S,MFU,QMMM,0,1
MV1.IPSF.1,1,Trachurus symmetricus,12200,0.081834707,12S,MV1,IPSF,0,0
MV1.IPSF.2,2,Trachurus symmetricus,10147,0.074467382,12S,MV1,IPSF,0,0
MV1.IPSF.3,3,Trachurus symmetricus,6356,0.076795747,12S,MV1,IPSF,0,0
MV1.NPHF.1,1,Trachurus symmetricus,13617,0.086592392,12S,MV1,NPHF,0,0
MV1.NPHF.2,2,Trachurus symmetricus,13132,0.08861477,12S,MV1,NPHF,0,0
MV1.NPHF.3,3,Trachurus symmetricus,7006,0.091199021,12S,MV1,NPHF,0,0
MV1.NPHF.BSA.1,1,Trachurus symmetricus,15039,0.088357118,12S,MV1,NPHF,1,0
MV1.NPHF.BSA.2,2,Trachurus symmetricus,12192,0.088771097,12S,MV1,NPHF,1,0
MV1.NPHF.BSA.3,3,Trachurus symmetricus,12779,0.088017522,12S,MV1,NPHF,1,0
MV1.PGTF.1,1,Trachurus symmetricus,13733,0.08107422,12S,MV1,PGTF,1,0
MV1.PGTF.2,2,Trachurus symmetricus,12351,0.080146653,12S,MV1,PGTF,1,0
MV1.PGTF.3,3,Trachurus symmetricus,9670,0.07415701,12S,MV1,PGTF,1,0
MV1.PGTF.TD.1,1,Trachurus symmetricus,11673,0.068842075,12S,MV1,PGTF,1,1
MV1.PGTF.TD.2,2,Trachurus symmetricus,7086,0.066517099,12S,MV1,PGTF,1,1
MV1.PGTF.TD.3,3,Trachurus symmetricus,11080,0.074869418,12S,MV1,PGTF,1,1
MV1.QMMM.1,1,Trachurus symmetricus,11074,0.082773364,12S,MV1,QMMM,0,0
MV1.QMMM.2,2,Trachurus symmetricus,13640,0.081268843,12S,MV1,QMMM,0,0
MV1.QMMM.3,3,Trachurus symmetricus,8348,0.074673059,12S,MV1,QMMM,0,0
MV3.IPSF.1,1,Trachurus symmetricus,15129,0.068621581,16S,MV3,IPSF,0,0
MV3.IPSF.2,2,Trachurus symmetricus,2398,0.065202023,16S,MV3,IPSF,0,0
MV3.IPSF.3,3,Trachurus symmetricus,2239,0.06864729,16S,MV3,IPSF,0,0
MV3.NPHF.1,1,Trachurus symmetricus,22495,0.087852905,16S,MV3,NPHF,0,0
MV3.NPHF.2,2,Trachurus symmetricus,5221,0.08207958,16S,MV3,NPHF,0,0
MV3.NPHF.3,3,Trachurus symmetricus,5825,0.072029183,16S,MV3,NPHF,0,0
MV3.PGTF.1,1,Trachurus symmetricus,3937,0.057855369,16S,MV3,PGTF,1,0
MV3.PGTF.2,2,Trachurus symmetricus,8607,0.056767666,16S,MV3,PGTF,1,0
MV3.PGTF.3,3,Trachurus symmetricus,4213,0.054542865,16S,MV3,PGTF,1,0
MV3.PGTF.TD.1,1,Trachurus symmetricus,7774,0.048155306,16S,MV3,PGTF,1,1
MV3.PGTF.TD.2,2,Trachurus symmetricus,3951,0.043124713,16S,MV3,PGTF,1,1
MV3.PGTF.TD.3,3,Trachurus symmetricus,5759,0.048445031,16S,MV3,PGTF,1,1
MV3.QMMM.1,1,Trachurus symmetricus,12998,0.050948973,16S,MV3,QMMM,0,0
MV3.QMMM.2,2,Trachurus symmetricus,5869,0.050514701,16S,MV3,QMMM,0,0
MV3.QMMM.3,3,Trachurus symmetricus,7103,0.053077176,16S,MV3,QMMM,0,0
